news_title,author,article,news_created,scrapped_at,image
Kolaborasi BRI & KAI Hadirkan Transaksi Digital di Loko Cafe dan Resto,CNN Indonesia,"PT Bank Rakyat Indonesia (Persero) Tbk atau BRI terus memberikan kemudahan dalam transaksi. Kali ini BRI mengimplementasikan sistem pembayaran berbasis QRIS (Quick Response Code Indonesian Standard) di Resto on Train dan Loko Cafe.
Hal itu terwujud berkat kolaborasi BRI bersama PT Kereta Api Indonesia (Persero) atau KAI dan PT Reska Multi Usaha atau RMU, yang merupakan anak usaha KAI.
Inisiatif ini bertujuan memberikan pengalaman transaksi digital yang praktis dan aman bagi pelanggan, baik selama perjalanan kereta api maupun di area stasiun, sekaligus mendukung transformasi layanan berbasis digital.
Direktur Wholesale & Institution Business BRI Agus Noorsanto menyampaikan, kerja sama ini sejalan dengan visi strategis BRI dalam mendorong akselerasi digitalisasi keuangan di berbagai sektor.
""Implementasi QRIS di resto on train dan Loko Cafe ini merupakan wujud nyata kolaborasi antar BUMN dalam memberikan solusi inovatif yang relevan dengan kebutuhan masyarakat,"" ujar Agus dalam keterangannya dikutip Senin (23/12).
""Dengan dukungan teknologi dan jaringan BRI, kami menghadirkan sistem pembayaran yang lebih efisien, nyaman, dan aman bagi pelanggan KAI,"" ujarnya.
Adapun kerja sama ini digelar pada 23 Desember 2024 di Loko Cafe Stasiun Gambir bersamaan dengan peluncuran resmi Loko Cafe yang berlokasi di berbagai stasiun strategis, yaitu Stasiun KCIC Halim, Stasiun Gambir, Stasiun Senen, dan Stasiun Purwokerto.
Pada outlet baru tersebut, BRI memberikan promo cashback sebesar Rp29 ribu untuk setiap minimal transaksi Rp100 ribu.
Nasabah dapat melakukan pembayaran makanan dan minuman menggunakan super apps BRImo untuk memberikan pengalaman transaksi digital yang mudah, cepat, dan aman.
Implementasi QRIS BRI berlaku di lebih dari 200 kereta yang melayani berbagai rute KAI dan 20 outlet Loko Cafe yang tersebar di berbagai stasiun, memungkinkan nasabah menikmati transaksi yang lebih praktis dan efisien.
Dalam seremoni tersebut, BRI memberikan program promo spesial berupa cashback hingga 50% untuk pembelian makanan dan minuman di resto on train menggunakan BRImo dengan minimal transaksi 100 ribu rupiah.
""BRI terus menghadirkan solusi yang menghubungkan kebutuhan masyarakat dengan teknologi inovatif. Implementasi QRIS BRI di Resto on Train dan Loko Cafe mempertegas komitmen BRI untuk memberikan kemudahan bertransaksi, memperluas jangkauan layanan digital, dan mendukung kenyamanan nasabah dalam setiap aktivitas finansial,"" kata Agus.
Dalam kesempatan yang sama, Plt Direktur Utama KAI Services Ririn Widi Astutik menegaskan komitmen KAI Services untuk memberikan pelayanan yang inovatif dan unggul.
Dirinya juga berharap, kehadiran fasilitas baru ini menjadi langkah strategis untuk meningkatkan kualitas layanan pelanggan secara keseluruhan.
""KAI Services memiliki komitmen yang tinggi untuk selalu memberikan pelayanan terdepan kepada semua pelanggan, dengan hadirnya 4 Loko Cafe, selain itu area parkir double decker di Stasiun Pasar Senen serta gudang utama Branch Office 1 Jakarta yang baru diresmikan, kami berharap bisa terus meningkatkan pelayanan dan melangkah lebih baik lagi."" ujar Ririn.","Senin, 23 Des 2024 19:20 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/bri-10_169.jpeg?w=650&q=90
Gerindra Bantah Pojokkan PDIP Soal Kenaikan PPN 12 Persen,CNN Indonesia,"Sekretaris Jenderal (Sekjen) Partai Gerindra, Ahmad Muzani membantah fraksi partainya di DPR tengah menyudutkan PDIP yang dianggap balik badan soal kenaikan PPN 12 persen mulai 1 Januari 2025.
Muzani mengatakan Gerindra hanya mengingatkan bahwa kenaikan PPN 12 Persen merupakan amanat UU HPP yang sudah disetujui PDIP.
""Enggak, saya baca semuanya, saya ikutin semuanya. Cuma teman-teman Gerindra ingin mengatakan bahwa ini kan undang-undang yang juga disetujui bersama, diinisiasi bersama,"" kata Muzani di Kompleks Parlemen, Senin (23/12).
""Jangan kemudian seolah-olah persetujuan bersama-sama, kemudian kesannya ya ini kan produk bersama gitu loh kira-kira,"" imbuhnya.

Meski begitu, Muzani mengaku tak keberatan jika PDIP kemudian menyampaikan masukan soal kebijakan itu saat ini. Dia menganggap hal itu bagian dari dinamika berdemokrasi.
""Kalau mau beri pandangan ya pandangan saja gitu kira-kira seperti itu. Enggak, enggak, enggak [menyerang],"" kata Muzani.
Muzani juga angkat suara soal peluang pemerintah kembali menurunkan PPN pada pada 2026 atau di tahun berikutnya karena RAPBN 2025 sudah disetujui. Peluang itu merujuk pada Pasal 7 ayat 3 UU Nomor 7 Tahun 2021 tentang HPP.
Di dalamnya menyebutkan bahwa pemerintah dapat mengusulkan perubahan tarif tersebut dalam rentang 5-15 persen (bisa menurunkan maupun menaikkan), dengan persetujuan DPR.

Menurut Muzani, semua kemungkinan bisa terjadi. Dia memastikan bahwa Prabowo akan mengambil semua kebijakan sesuai kebutuhan masyarakat.
""Ya semua kemungkinan pasti akan diambil yang terbaik oleh Pemerintah, Pak Presiden Prabowo pasti akan mengambil segala kemungkinan yang terbaik bagi rakyat,"" katanya.","Senin, 23 Des 2024 19:20 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2022/07/13/sekjen-partai-gerindra-ahmad-muzani_169.jpeg?w=650&q=90
Mayor Teddy Luruskan Kabar Erdogan Walk Out Saat Prabowo Pidato,CNN Indonesia,"Sekretaris Kabinet Mayor Teddy Indra Wijaya meluruskan kabar Presiden Turki Recep Tayyip Erdogan walk out saat Presiden Prabowo Subianto berpidato di KTT D-8.
Teddy mengatakan seharusnya Prabowo mendapatkan giliran pertama bicara di sesi kedua. Namun, Erdogan meminta izin untuk bicara lebih awal karena ada agenda lain.
""Presiden Erdogan minta izin untuk bertukar urutan atau giliran berbicara karena harus meninggalkan lokasi pleno lebih awal,"" kata Teddy melalui keterangan tertulis, Senin (23/12).
""Jadi saat sesi dua dimulai, Presiden Erdogan berbicara duluan, dan minta maaf karena harus meninggalkan lokasi pleno,"" imbuhnya.

Teddy menjelaskan tak ada masalah di antara Prabowo dan Erdogan. Keduanya bersahabat dan menjalin komunikasi dengan baik, menurut Teddy.
""Sebelum sesi dua, Presiden Prabowo dan Presiden Erdogan makan siang bareng, duduk bersebelahan,"" ujarnya.
Sebelumnya, ramai video Erdogan keluar ruangan saat Prabowo bicara di KTT D-8 di Kairo, Mesir. Dalam video itu, Erdogan terlihat berjalan keluar dari belakang Prabowo, bahkan tak sengaja menubruk kursi Prabowo.
Hal tersebut dibantah oleh Duta Besar Turki untuk Indonesia Talip Küçükcan. Talip mengatakan penjelasan Kementerian Luar Negeri Indonesia sudah benar.
Juru Bicara Kemlu RI Rolliansyah 'Roy' Soemirat menjelaskan ada kebiasaan di forum internasional, masing-masingmasing delegasi memiliki hak menentukan kapan ketua delegasi akan duduk di kursi delegasi atau meninggalkan ruangan.
""Menanggapi pertanyaan Anda, saya ingin membagikan penjelasan berikut dari Kemlu yang memberikan perspektif dan informasi yang tepat,"" ucap Küçükcan kepada CNNIndonesia.com, Minggu (22/12) malam.","Senin, 23 Des 2024 19:04 WIB",2024-12-23 21:36:29,
"Petuah Mike Tyson untuk Moses Itauma, Juara Dunia Kelas Berat WBO",CNN Indonesia,"Legenda tinju dunia Mike Tyson memberikan petuah kepada juara kelas berat WBO Interkontinental Moses Itauma setelah mempertahankan sabuk juara melawan Demsey McKean.
Dalam pertarungan di Kingdom Arena, Arab Saudi, Moses Itauma menang TKO atas McKean pada ronde pertama.
Setelah duel tersebut Itauma dihentikan Mike Tyson yang ingin menyaksikan laga Oleksandr Usyk vs Tyson Fury jilid kedua. Dua petinju beda generasi itu pun terlibat percakapan singkat.

""Berapa banyak pertarungan (yang akan) Anda lakukan dalam setahun?"" tanya Tyson dikutip dari Boxing Scene.
Moses Itauma yang baru berusia 19 tahun berharap bisa melakoni setidaknya delapan duel dalam satu tahun.
""Banyak. Saya pikir delapan pertarungan tahun ini (2025), delapan pertarungan tahun depan (2026). Kemudian kita lihat apa yang bisa kita lakukan,"" jawab Itauma.
Itauma yang dilaporkan sedang dalam pemantauan sejumlah promotor seperti Frank Warren (promotor Fury dan Daniel Dubois) serta Ben Davison (pelatih Anthony Joshua) mengatakan hanya ingin mendapatkan pertarungan yang berkualitas.
""Saya ingin delapan pertarungan berkualitas, bukan delapan yang buruk,"" tutur Itauma.


Mendengar jawaban Itauma, Mike Tyson memberikan wejangan. Si Leher Beton menasihati Itauma kalau setiap pertandingan memiliki kualitas.
""Setiap pertarungan yang Anda ikuti berkualitas, karena apa pun bisa terjadi di sana. Anda tahu apa yang saya katakan?"" ucap Tyson.
""Tidak ada yang namanya gelandangan. Saya biasa mengatakan orang-orang itu gelandangan. Itu kerja keras,"" kata Tyson menambahkan.
Tyson pun memberikan contoh soal duel melawan Jake Paul, November lalu. Sebelum duel, Tyson menyebut Paul sebagai gelandangan. Tetapi YouTuber Amerika Serikat itu mengalahkan Tyson dengan kemenangan angka.
""Saya belajar sebagian besar dari kekalahan,"" ujar Tyson.
Moses Itauma yang mengangguk-angguk mendengar pernyataan Tyson kemudian menjabat tangan sang legenda tinju.
""Itulah Anda, saya menghargai itu,"" ucap Itauma.

[Gambas:Video CNN]","Senin, 23 Des 2024 19:02 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/moses-itauma_169.jpeg?w=650&q=90
"Cara Blokir Nomor Baru Tak Dikenal, Biar Tak Kena Spam Call",CNN Indonesia,"Panggilan dari nomor baru yang tidak dikenal sering kali menjadi gangguan, terutama jika nomor tersebut terus-menerus menghubungi tanpa alasan jelas atau bahkan berpotensi melakukan spam.
Untungnya, teknologi saat ini telah menyediakan berbagai solusi untuk memblokir nomor baru yang tidak dikenal.

Fitur-fitur bawaan pada ponsel, baik berbasis Android maupun iOS, mempermudah pengguna untuk memfilter atau memblokir nomor-nomor yang dianggap mengganggu.
Melansir berbagai sumber, berikut langkah-langkah untuk memblokir nomor tak dikenal di berbagai platform.
Sebenarnya Android memiliki fitur bawaan untuk memblokir nomor baru yang tidak dikenal. Anda hanya perlu mengaktifkannya saja dengan cara berikut:
1. Buka aplikasi Telepon di ponsel Anda.2. Ketuk nemu Lainnya lalu pilih Setelan.3. Pilih opsi ""Nomor yang Diblokir"".4. Aktifkan ""Tidak dikenal"" untuk memblokir panggilan dari nomor yang tidak dikenal.5. Panggilan dari nomor yang tidak dikenal akan otomatis ditolak.
Menurut Google, pengaturan ini tidak memblokir nomor yang tidak tersimpan di kontak Anda, melainkan hanya nomor pribadi atau tanpa identitas jelas.
""Tindakan ini akan memblokir panggilan dari nomor pribadi atau tidak dikenal.Anda masih akan menerima panggilan dari nomor telepon yang tidak tersimpan di kontak Anda,"" tulis Google dalam web resminya.
Pemilik iPhone juga dapat memblokir nomor yang tidak dikenal dengan langkah berikut:
1. Buka fitur Panggilan di perangkat Anda.2. Pilih opsi ""Panggilan Terakhir"" dan temukan nomor yang ingin diblokir.3. Ketuk ikon info di sebelah nomor tersebut.4. Gulir ke bawah dan pilih ""Blokir Nomor"".5. Nomor tersebut kini sudah terblokir.
Jika fitur bawaan ponsel dirasa kurang memadai, Anda dapat menggunakan aplikasi seperti Truecaller, Hiya, atau Calls Blacklist. Berikut langkah-langkahnya:
1. Unduh aplikasi pilihan Anda dari Google Play Store atau App Store.2. Daftarkan nomor ponsel Anda sesuai petunjuk aplikasi.3. Masukkan nomor yang ingin diblokir dan pilih alasan pemblokiran.4. Ikuti langkah-langkah lainnya hingga nomor berhasil diblokir.
Sebagai opsi terakhir, Anda dapat menghubungi layanan pelanggan operator seluler.
1. Hubungi call center operator Anda, seperti Telkomsel, Indosat, atau XL.2. Jelaskan niat Anda untuk memblokir nomor tertentu.3. Operator akan membantu Anda memproses permintaan tersebut sesuai kebijakan yang perlaku.","Senin, 23 Des 2024 19:01 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2016/02/09/218f9cf5-0dd8-4896-9679-2f6df74ac36a_169.jpg?w=650&q=90
The Big Idea Forum CNN Indonesia: Peringatan 20 Tahun Tsunami Aceh,CNN Indonesia,"Gempa besar yang disusul gelombang tsunami menyapu Aceh pada 26 Desember 2004. Sebagian besar kota tersapu habis dan ratusan ribu orang meninggal dunia.
Selain itu, ratusan ribu orang juga kehilangan tempat tinggal dan harus tinggal di pengungsian. Tsunami di Aceh itu tidak hanya menjadi momen penting dalam sejarah bencana alam, tapi juga menyoroti kerentanan manusia terhadap ekstremitas alam.
Dua dekade kemudian, tsunami Aceh dikenang sebagai tragedi yang mendorong gerakan global untuk meningkatkan manajemen bencana, kerja sama kemanusiaan, dan penguatan ketangguhan masyarakat.
Saat ini, Indonesia menghadapi risiko baru akibat perubahan iklim, yang diperkirakan akan memperburuk frekuensi dan intensitas peristiwa cuaca ekstrem, memberikan tantangan baru bagi komunitas pesisir dan kepulauan.
Kenaikan permukaan laut, pola hujan yang tidak menentu, dan perubahan suhu mempengaruhi pertanian, sumber daya air, dan stabilitas ekosistem, sehingga menjadi sangat penting untuk mengintegrasikan ketangguhan iklim ke dalam strategi kesiapan bencana.
Dalam rangka memperingati dua dekade tsunami di Aceh, CNN Indonesia menggelar The Big Idea Forum: ""Mengenang 20 Tahun Tsunami: Pembelajaran dalam Manajemen Bencana dan Membangun Bangsa Tangguh"".
Forum ini bertujuan untuk merefleksikan warisan ini dan melibatkan para ahli, pembuat kebijakan, pemimpin komunitas, serta mitra internasional dalam diskusi tentang perjalanan Indonesia menuju ketangguhan.
Dengan mengevaluasi pelajaran yang dipetik dari tsunami, forum ini juga ingin memperkuat komitmen untuk membangun Indonesia yang tangguh terhadap bencana.
Presiden ke-6 RI Susilo Bambang Yudhoyono (SBY) akan jadi keynote speaker atau pembicara kunci dalam The Big Idea Forum kali ini.
Selain itu, pembicara lain yang akan mengisi forum adalah Menteri Ekonomi Kreatif Teuku Riefky Harsya, pendiri 5P Global Movement Arsjad Rasjid, eks juru bicara SBY Dino Patti Djalal, dan Koordinator Divisi Disaster Risk Management TDMRC Ella Meilianda.
Saksikan The Big Idea Forum: ""Mengenang 20 Tahun Tsunami: Pembelajaran dalam Manajemen Bencana dan Membangun Bangsa Tangguh"" di CNN Indonesia TV pada 26 Desember 2024 pukul 20.00 WIB.","Senin, 23 Des 2024 19:00 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/03/07/ilustrasi-logo-cnn-indonesia_169.jpeg?w=650&q=90
Mayor Teddy Luruskan Kabar Erdogan Walk Out Saat Prabowo Pidato,CNN Indonesia,"Sekretaris Kabinet Mayor Teddy Indra Wijaya meluruskan kabar Presiden Turki Recep Tayyip Erdogan walk out saat Presiden Prabowo Subianto berpidato di KTT D-8.
Teddy mengatakan seharusnya Prabowo mendapatkan giliran pertama bicara di sesi kedua. Namun, Erdogan meminta izin untuk bicara lebih awal karena ada agenda lain.
""Presiden Erdogan minta izin untuk bertukar urutan atau giliran berbicara karena harus meninggalkan lokasi pleno lebih awal,"" kata Teddy melalui keterangan tertulis, Senin (23/12).
""Jadi saat sesi dua dimulai, Presiden Erdogan berbicara duluan, dan minta maaf karena harus meninggalkan lokasi pleno,"" imbuhnya.

Teddy menjelaskan tak ada masalah di antara Prabowo dan Erdogan. Keduanya bersahabat dan menjalin komunikasi dengan baik, menurut Teddy.
""Sebelum sesi dua, Presiden Prabowo dan Presiden Erdogan makan siang bareng, duduk bersebelahan,"" ujarnya.
Sebelumnya, ramai video Erdogan keluar ruangan saat Prabowo bicara di KTT D-8 di Kairo, Mesir. Dalam video itu, Erdogan terlihat berjalan keluar dari belakang Prabowo, bahkan tak sengaja menubruk kursi Prabowo.
Hal tersebut dibantah oleh Duta Besar Turki untuk Indonesia Talip Küçükcan. Talip mengatakan penjelasan Kementerian Luar Negeri Indonesia sudah benar.
Juru Bicara Kemlu RI Rolliansyah 'Roy' Soemirat menjelaskan ada kebiasaan di forum internasional, masing-masingmasing delegasi memiliki hak menentukan kapan ketua delegasi akan duduk di kursi delegasi atau meninggalkan ruangan.
""Menanggapi pertanyaan Anda, saya ingin membagikan penjelasan berikut dari Kemlu yang memberikan perspektif dan informasi yang tepat,"" ucap Küçükcan kepada CNNIndonesia.com, Minggu (22/12) malam.","Senin, 23 Des 2024 19:04 WIB",2024-12-23 21:36:29,
"Petuah Mike Tyson untuk Moses Itauma, Juara Dunia Kelas Berat WBO",CNN Indonesia,"Legenda tinju dunia Mike Tyson memberikan petuah kepada juara kelas berat WBO Interkontinental Moses Itauma setelah mempertahankan sabuk juara melawan Demsey McKean.
Dalam pertarungan di Kingdom Arena, Arab Saudi, Moses Itauma menang TKO atas McKean pada ronde pertama.
Setelah duel tersebut Itauma dihentikan Mike Tyson yang ingin menyaksikan laga Oleksandr Usyk vs Tyson Fury jilid kedua. Dua petinju beda generasi itu pun terlibat percakapan singkat.

""Berapa banyak pertarungan (yang akan) Anda lakukan dalam setahun?"" tanya Tyson dikutip dari Boxing Scene.
Moses Itauma yang baru berusia 19 tahun berharap bisa melakoni setidaknya delapan duel dalam satu tahun.
""Banyak. Saya pikir delapan pertarungan tahun ini (2025), delapan pertarungan tahun depan (2026). Kemudian kita lihat apa yang bisa kita lakukan,"" jawab Itauma.
Itauma yang dilaporkan sedang dalam pemantauan sejumlah promotor seperti Frank Warren (promotor Fury dan Daniel Dubois) serta Ben Davison (pelatih Anthony Joshua) mengatakan hanya ingin mendapatkan pertarungan yang berkualitas.
""Saya ingin delapan pertarungan berkualitas, bukan delapan yang buruk,"" tutur Itauma.


Mendengar jawaban Itauma, Mike Tyson memberikan wejangan. Si Leher Beton menasihati Itauma kalau setiap pertandingan memiliki kualitas.
""Setiap pertarungan yang Anda ikuti berkualitas, karena apa pun bisa terjadi di sana. Anda tahu apa yang saya katakan?"" ucap Tyson.
""Tidak ada yang namanya gelandangan. Saya biasa mengatakan orang-orang itu gelandangan. Itu kerja keras,"" kata Tyson menambahkan.
Tyson pun memberikan contoh soal duel melawan Jake Paul, November lalu. Sebelum duel, Tyson menyebut Paul sebagai gelandangan. Tetapi YouTuber Amerika Serikat itu mengalahkan Tyson dengan kemenangan angka.
""Saya belajar sebagian besar dari kekalahan,"" ujar Tyson.
Moses Itauma yang mengangguk-angguk mendengar pernyataan Tyson kemudian menjabat tangan sang legenda tinju.
""Itulah Anda, saya menghargai itu,"" ucap Itauma.

[Gambas:Video CNN]","Senin, 23 Des 2024 19:02 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/moses-itauma_169.jpeg?w=650&q=90
"Cara Blokir Nomor Baru Tak Dikenal, Biar Tak Kena Spam Call",CNN Indonesia,"Panggilan dari nomor baru yang tidak dikenal sering kali menjadi gangguan, terutama jika nomor tersebut terus-menerus menghubungi tanpa alasan jelas atau bahkan berpotensi melakukan spam.
Untungnya, teknologi saat ini telah menyediakan berbagai solusi untuk memblokir nomor baru yang tidak dikenal.

Fitur-fitur bawaan pada ponsel, baik berbasis Android maupun iOS, mempermudah pengguna untuk memfilter atau memblokir nomor-nomor yang dianggap mengganggu.
Melansir berbagai sumber, berikut langkah-langkah untuk memblokir nomor tak dikenal di berbagai platform.
Sebenarnya Android memiliki fitur bawaan untuk memblokir nomor baru yang tidak dikenal. Anda hanya perlu mengaktifkannya saja dengan cara berikut:
1. Buka aplikasi Telepon di ponsel Anda.2. Ketuk nemu Lainnya lalu pilih Setelan.3. Pilih opsi ""Nomor yang Diblokir"".4. Aktifkan ""Tidak dikenal"" untuk memblokir panggilan dari nomor yang tidak dikenal.5. Panggilan dari nomor yang tidak dikenal akan otomatis ditolak.
Menurut Google, pengaturan ini tidak memblokir nomor yang tidak tersimpan di kontak Anda, melainkan hanya nomor pribadi atau tanpa identitas jelas.
""Tindakan ini akan memblokir panggilan dari nomor pribadi atau tidak dikenal.Anda masih akan menerima panggilan dari nomor telepon yang tidak tersimpan di kontak Anda,"" tulis Google dalam web resminya.
Pemilik iPhone juga dapat memblokir nomor yang tidak dikenal dengan langkah berikut:
1. Buka fitur Panggilan di perangkat Anda.2. Pilih opsi ""Panggilan Terakhir"" dan temukan nomor yang ingin diblokir.3. Ketuk ikon info di sebelah nomor tersebut.4. Gulir ke bawah dan pilih ""Blokir Nomor"".5. Nomor tersebut kini sudah terblokir.
Jika fitur bawaan ponsel dirasa kurang memadai, Anda dapat menggunakan aplikasi seperti Truecaller, Hiya, atau Calls Blacklist. Berikut langkah-langkahnya:
1. Unduh aplikasi pilihan Anda dari Google Play Store atau App Store.2. Daftarkan nomor ponsel Anda sesuai petunjuk aplikasi.3. Masukkan nomor yang ingin diblokir dan pilih alasan pemblokiran.4. Ikuti langkah-langkah lainnya hingga nomor berhasil diblokir.
Sebagai opsi terakhir, Anda dapat menghubungi layanan pelanggan operator seluler.
1. Hubungi call center operator Anda, seperti Telkomsel, Indosat, atau XL.2. Jelaskan niat Anda untuk memblokir nomor tertentu.3. Operator akan membantu Anda memproses permintaan tersebut sesuai kebijakan yang perlaku.","Senin, 23 Des 2024 19:01 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2016/02/09/218f9cf5-0dd8-4896-9679-2f6df74ac36a_169.jpg?w=650&q=90
The Big Idea Forum CNN Indonesia: Peringatan 20 Tahun Tsunami Aceh,CNN Indonesia,"Gempa besar yang disusul gelombang tsunami menyapu Aceh pada 26 Desember 2004. Sebagian besar kota tersapu habis dan ratusan ribu orang meninggal dunia.
Selain itu, ratusan ribu orang juga kehilangan tempat tinggal dan harus tinggal di pengungsian. Tsunami di Aceh itu tidak hanya menjadi momen penting dalam sejarah bencana alam, tapi juga menyoroti kerentanan manusia terhadap ekstremitas alam.
Dua dekade kemudian, tsunami Aceh dikenang sebagai tragedi yang mendorong gerakan global untuk meningkatkan manajemen bencana, kerja sama kemanusiaan, dan penguatan ketangguhan masyarakat.
Saat ini, Indonesia menghadapi risiko baru akibat perubahan iklim, yang diperkirakan akan memperburuk frekuensi dan intensitas peristiwa cuaca ekstrem, memberikan tantangan baru bagi komunitas pesisir dan kepulauan.
Kenaikan permukaan laut, pola hujan yang tidak menentu, dan perubahan suhu mempengaruhi pertanian, sumber daya air, dan stabilitas ekosistem, sehingga menjadi sangat penting untuk mengintegrasikan ketangguhan iklim ke dalam strategi kesiapan bencana.
Dalam rangka memperingati dua dekade tsunami di Aceh, CNN Indonesia menggelar The Big Idea Forum: ""Mengenang 20 Tahun Tsunami: Pembelajaran dalam Manajemen Bencana dan Membangun Bangsa Tangguh"".
Forum ini bertujuan untuk merefleksikan warisan ini dan melibatkan para ahli, pembuat kebijakan, pemimpin komunitas, serta mitra internasional dalam diskusi tentang perjalanan Indonesia menuju ketangguhan.
Dengan mengevaluasi pelajaran yang dipetik dari tsunami, forum ini juga ingin memperkuat komitmen untuk membangun Indonesia yang tangguh terhadap bencana.
Presiden ke-6 RI Susilo Bambang Yudhoyono (SBY) akan jadi keynote speaker atau pembicara kunci dalam The Big Idea Forum kali ini.
Selain itu, pembicara lain yang akan mengisi forum adalah Menteri Ekonomi Kreatif Teuku Riefky Harsya, pendiri 5P Global Movement Arsjad Rasjid, eks juru bicara SBY Dino Patti Djalal, dan Koordinator Divisi Disaster Risk Management TDMRC Ella Meilianda.
Saksikan The Big Idea Forum: ""Mengenang 20 Tahun Tsunami: Pembelajaran dalam Manajemen Bencana dan Membangun Bangsa Tangguh"" di CNN Indonesia TV pada 26 Desember 2024 pukul 20.00 WIB.","Senin, 23 Des 2024 19:00 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/03/07/ilustrasi-logo-cnn-indonesia_169.jpeg?w=650&q=90
Britney Spears Hapus Video Joget di Medsos Usai Panen Nyinyiran,CNN Indonesia,"Britney Spears curhat mendapatkan banyak nyinyiran atau komentar miring di media sosial karena hobinya mengunggah video sedang berjoget-joget sendirian di rumahnya. Karena itu pula, ia menghapus sejumlah video ia menari.
Diberitakan Page Six pada 21 Desember 2024, salah satu video yang dihapus adalah gaya Britney Spears berjoget sendiri dengan mengenakan kostum setan dalam merayakan Halloween.

Dalam unggahan di media sosial, Spears menulis kekecewaannya banyak komentar miring soal unggahan dirinya menari-nari sendirian. Hal itu diakui ia akui sebagai pelarian dari rasa sedih yang ia rasakan.
""Aku hapus video diriku sendiri yang sedang menari karena banyak sekali orang yang mengatakan hal-hal jahat... kalau saja mereka tahu seberapa parah kesedihanku,"" kata Britney Spears.
""Ini benar-benar mukjizat dari Tuhan bahwa saya masih bisa bermain dan menari, titik."" lanjutnya.
Spears menyebut dirinya hampir melewatkan liburan pantainya baru-baru karena rasa sedih tersebut. Namun ia mengakui jauh lebih rileks usai melihat pantai dan lautan, serta liburan di hotel kecil di sekitarnya.

[Gambas:Video CNN]

Pelantun Piece of Me tersebut sempat melihat ponselnya dan melihat begitu banyak kebencian yang tersebar di media sosial.
""Aku melihat ponselku dan.. sial, ada begitu banyak hal yang belum aku tunjukkan tapi aku sedih ketika orang-orang mengatakan hal-hal jahat tentangku,"" kata Spears, dikutip dari Page Six.

[Gambas:Instagram]


""Aku sangat muak dengan orang-orang yang mengatakan mereka khawatir. Jika kalian tidak menyukai caraku bergerak, enyahlah dan jangan menontonnya,"" lanjutnya.
Komentar miring soal Britney Spears joget sendiri di media sosial sebenarnya pernah juga diungkap oleh Ozzy Osbourne pada Juli 2024. Ia bahkan mengaku muak melihat gaya Britney Spears di depan kamera ponselnya itu.
Komentar itu sempat membuat Spears geram dan pada akhirnya keluarga Osbourne melakukan klarifikasi serta permohonan maaf kepada penyanyi hit awal 2000-an tersebut.
Britney Spears memang sering menampilkan dirinya berjoget sendirian di berbagai sudut rumahnya, terutama setelah drama konservatori melawan ayahnya sendiri. Hal itu sesuai dengan passion Britney Spears yang lebih berat ke koreografi dan menari, alih-alih menyanyi.","Senin, 23 Des 2024 19:00 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2023/07/13/britney-spears_169.jpeg?w=650&q=80
"Demo Tangkap Harun Masiku Rusuh, Gedung KPK Dipenuhi Vandalisme",CNN Indonesia,"Demonstrasi atau unjuk rasa menuntut penangkapan buron Harun Masiku yang digelar sejumlah elemen masyarakat termasuk mengatasnamakan mahasiswa berakhir rusuh di Gedung Merah Putih KPK, Jakarta Selatan, Senin (23/12).
Demo dengan tuntutan tersebut sudah berjalan selama sekitar satu pekan. Aparat kepolisian dikerahkan lebih banyak dari biasanya untuk mengawal jalannya kegiatan tersebut.
Belakangan, massa demo turut menggunakan flare atau suar yang memantik kericuhan. Terdapat beberapa orang dalam kelompok tersebut yang juga melempar botol, tanah hingga batu ke arah lobi KPK.
Tak hanya itu, massa juga melakukan vandalisme dengan mencoret dinding di halaman depan gedung dwiwarna KPK. Coretan tersebut bernada makian.Tak lama setelah itu, sekitar pukul 16.41 WIB, kelompok tersebut membubarkan diri.

Dikonfirmasi hal tersebut, Juru Bicara KPK Tessa Mahardhika Sugiarto mengimbau agar massa yang melakukan demo untuk tidak bersikap anarkis.
""Kami memahami aspirasi yang disampaikan oleh masyarakat dan sebagaimana beberapa kesempatan yang lalu KPK dalam hal ini melalui saya juga mendukung aspirasi mendorong KPK untuk menuntaskan berbagai macam perkara yang mungkin masih belum selesai,"" ujar Tessa dalam sesi doorstop, Senin (23/12) petang.
""Tapi, kami juga berharap masyarakat yang menyampaikan aspirasi tersebut untuk bisa menyampaikan secara baik, tidak melakukan vandalisme, tidak melakukan perusakan karena itu juga akan menjadi sebuah tindak pidana tersendiri yang bisa dikenakan,"" sambungnya.","Senin, 23 Des 2024 18:56 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/demo-tangkap-harun-masiku-di-kpk_169.jpeg?w=650&q=90
